year_sold,mo_sold,year_built,home_age,village,street,address,sqft_lot,sqft_living,sqft_mbr,sqft_garage,home_type,floorplan,floor,bedrooms,bathrooms,sale_price
2020,9,2007,15,Village 44,Topanga Lane,1530 Topanga Lane #200,1089,1194,178,210,Condo,Condo,1,2,2,300
2021,1,2007,15,Village 44,Topanga Lane,1530 Topanga Lane #205,1393,1509,178,210,Condo,Condo,1,2,2,370
2019,2,2007,15,Village 44,Topanga Lane,1530 Topanga Ln #205,1089,1509,178,210,Condo,Condo,1,2,2,346
2021,12,2007,15,Village 44,Topanga Lane,1550 Topanga Lane # 101,1590,1519,178,210,Condo,Condo,1,2,2,430
2019,11,2007,15,Village 44,Topanga Lane,1550 Topanga Lane #203,1089,1065,178,210,Condo,Condo,1,2,2,285
2021,8,2005,17,Village 43,Topanga Lane,1403 Topanga Lane,5035,1240,178,210,Cottage,Cambria,1,2,2,517
2020,11,2005,17,Village 43,Topanga Lane,1472 Topanga Lane,5710,1240,168,400,Cottage,Cambria,1,2,2,417
2020,3,2005,17,Village 43,Albion Ct,210 Albion Ct,7688,1741,178,210,Cottage,Coronado,2,2,2,485
2021,11,2005,17,Village 43,Albion Court,207 Albion Court,5678,1741,178,210,Cottage,Coronado,1,3,3,549
2021,7,2005,17,Village 43,Topanga Lane,1466 Topanga Lane,5197,1741,178,210,Cottage,Coronado,1,4,3,525
2020,9,2005,17,Village 1,Sawmill Court,504 Sawmill Court,10149,2258,281,665,Estate,Napa,1,2,3,850
2019,12,2005,17,Village 1,Hay Wagon Court,100 Hay Wagon Court,8738,1782,197,438,Estate,Santa Cruz,2,2,2,510
2021,7,2005,17,Village 1,Sawmill Court,502 Sawmill Court,10149,2636,296,634,Estate,Sonoma,1,2,2,924
2021,7,2005,17,Village 1,Wagon Wheel Lane,929 Wagon Wheel Lane,8594,2617,296,634,Estate,Sonoma,1,2,2,850
2020,2,2005,17,Village 1,Wagon Wheel Lane,941 Wagon Wheel Lane,8450,3081,290,671,Estate,Santa Barbara,1,3,3,839
2021,6,2004,18,Village 2,Calistoga Lane,137 Calistoga Lane,8470,2240,281,665,Estate,Napa,1,2,2,825
2021,5,2004,18,Village 2,Calistoga Lane,119 Calistoga Lane,6507,1767,197,438,Estate,Santa Cruz,1,2,2,650
2019,6,2004,18,Village 2,Calistoga Lane,161 Calistoga Lane,6503,1767,197,438,Estate,Santa Cruz,2,2,2,610
2021,6,2004,18,Village 2,Calistoga Lane,161 Calistoga Lane,6503,1767,197,438,Estate,Santa Cruz,1,2,2,845
2020,8,2004,18,Village 2,Surrey Top Lane,202 Surrey Top Lane,8346,1785,197,438,Estate,Santa Cruz,2,2,2,539
2019,2,2005,17,Village 3,Sawmill Lane,384 Sawmill Lane,9147,2240,281,665,Estate,Napa,1,2,3,800
2019,5,2005,17,Village 3,Sawmill Lane,429 Sawmill Lane,8947,2264,281,665,Estate,Napa,1,2,3,650
2019,5,2005,17,Village 3,Truchard Lane,1394 Truchard Lane,7169,1785,197,438,Estate,Santa Cruz,2,2,2,595
2021,3,2005,17,Village 3,Sawmill Lane,252 Sawmill Lane,8598,2832,296,634,Estate,Sonoma,1,2,2,865
2020,12,2005,17,Village 3,Sawmill Lane,405 Sawmill Lane,9400,2504,208,630,Estate,Marin,1,3,2,640
2021,6,2005,17,Village 3,Truchard Lane,1247 Truchard Lane,9970,3063,290,671,Estate,Santa Barbara,1,3,2,1050
2021,4,2005,17,Village 3,Sawmill Lane,156 Sawmill Lane,8446,3081,290,671,Estate,Santa Barbara,1,3,2,1000
2020,6,2005,17,Village 3,Sawmill Lane,288 Sawmill Lane,8838,3081,290,671,Estate,Santa Barbara,1,3,3,825
2021,7,2004,18,Village 4,Lasso Lake Lane,1209 Lasso Lake Lane,8391,2246,281,665,Estate,Napa,1,2,2,912
2019,4,2004,18,Village 4,Lasso Lake Lane,1305 Lasso Lake Lane,8746,2264,281,665,Estate,Napa,1,2,3,824
2021,11,2004,18,Village 4,Longhorn Lane,1314 Longhorn Lane,11326,2264,281,665,Estate,Napa,1,2,2,1100
2019,5,2004,18,Village 4,Lasso Lake Lane,1389 Lasso Lake Lane,8581,2264,281,665,Estate,Napa,1,2,3,849
2019,6,2004,18,Village 4,Lasso Lake Lane,1200 Lasso Lake Lane,7213,1782,197,438,Estate,Santa Cruz,2,2,2,550
2021,1,2004,18,Village 4,Lasso Lake Lane,1236 Lasso Lake Lane,6583,2263,250,634,Estate,Shasta,1,2,2,699
2021,4,2004,18,Village 4,Longhorn Lane,1317 Longhorn Lane,11326,2245,250,634,Estate,Shasta,1,2,2,749
2021,11,2004,18,Village 4,Lasso Lake Lane,109 Lasso Lake Lane,10637,2636,296,634,Estate,Sonoma,1,2,2,1100
2019,7,2004,18,Village 4,Lasso Lake Court,113 Lasso Lake Court,13500,2831,296,634,Estate,Sonoma,1,2,2,1205
2021,6,2004,18,Village 4,Lasso Lake Lane,1221 Lasso Lake Lane,8256,2635,296,634,Estate,Sonoma,1,2,2,950
2019,6,2004,18,Village 4,Lasso Lake Lane,1377 Lasso Lake Lane,8372,2831,296,634,Estate,Sonoma,1,2,2,905
2021,3,2004,18,Village 4,Longhorn Lane,1110 Longhorn Lane,8303,2504,208,630,Estate,Marin,1,3,2,875
2020,9,2004,18,Village 4,Longhorn Lane,1086 Longhorn Lane,8338,3063,290,671,Estate,Santa Barbara,1,3,3,859
2020,7,2004,18,Village 4,Lasso Lake Lane,1173 Lasso Lake Lane,8359,2848,290,671,Estate,Santa Barbara,1,3,3,800
2021,8,2003,19,Village 4,Saddlehorn Loop,288 Saddlehorn Loop,10890,2151,250,654,Estate,Sausalito,1,3,2,771
2021,5,2004,18,Village 5,Rustic Ranch Lane,729 Rustic Ranch Lane,8507,2258,281,665,Estate,Napa,1,2,2,945
2020,9,2003,19,Village 5,Rustic Ranch Lane,572 Rustic Ranch Lane,8698,1785,197,438,Estate,Santa Cruz,2,2,2,565
2020,6,2003,19,Village 5,Rustic Ranch Lane,596 Rustic Ranch Lane,8468,1785,197,438,Estate,Santa Cruz,2,2,2,545
2020,7,2003,19,Village 5,Rustic Ranch Lane,777 Rustic Ranch Lane,7021,1785,197,438,Estate,Santa Cruz,2,2,2,560
2019,6,2003,19,Village 5,Rustic Ranch Lane,717 Rustic Ranch Lane,8759,2636,296,634,Estate,Sonoma,1,2,2,807
2020,8,2003,19,Village 5,Rustic Ranch Lane,717 Rustic Ranch Lane,8759,2636,296,634,Estate,Sonoma,1,2,2,775
2021,5,2002,20,Village 5,Lariat Place,225 Lariat Place,9602,2360,240,665,Estate,Atherton,1,3,2,735
2021,8,2002,20,Village 6,Lariat Loop,266 Lariat Loop,8830,2955,280,420,Estate,Meadowgate,1,3,2,905
2021,12,2001,21,Village 7,Shadow Lake Place,300 Shadow Lake Place,9278,2955,280,420,Estate,Meadowgate,1,2,2,1075
2021,4,2001,21,Village 7,Northfield Lane,841 Northfield Lane,7761,2883,333,436,Estate,Springcrest,1,2,2,847
2021,8,2001,21,Village 7,Northfield Lane,853 Northfield Lane,7736,2612,333,436,Estate,Springcrest,1,2,2,870
2021,5,2001,21,Village 7,Northfield Lane,889 Northfield Lane,7666,2612,333,436,Estate,Springcrest,1,2,2,869
2020,10,2001,21,Village 7,Shadow Glen Place,1007 Shadow Glen Place,9879,2955,280,420,Estate,Meadowgate,1,3,2,880
2021,6,2001,21,Village 7,Shadow Lake Place,260 Shadow Lake Place,8976,2801,280,420,Estate,Meadowgate,2,3,2,900
2021,12,2001,21,Village 7,Shadow Lake Ct,450 Shadow Lake Ct,8483,2801,280,420,Estate,Meadowgate,2,3,2,1070
2019,5,2001,21,Village 7,Northfield Lane,901 Northfield Lane,6534,2176,250,654,Estate,Sausalito,1,3,2,640
2020,9,2001,21,Village 8,Lilypond Lane,460 Lilypond Lane,8990,2955,280,420,Estate,Meadowgate,1,3,2,840
2019,2,2001,21,Village 9,Gold Nugget Circle,966 Gold Nugget Circle,9774,2754,333,436,Estate,Springcrest,1,2,2,835
2020,7,2001,21,Village 9,Gold Nugget Circle,952 Gold Nugget Circle,9247,2801,280,420,Estate,Meadowgate,1,3,2,940
2021,6,2001,21,Village 9,Gold Nugget Circle,922 Gold Nugget Circle,7532,2151,250,654,Estate,Sausalito,1,3,2,685
2021,7,2004,18,Village 10,Violet Lane,628 Violet Lane,8965,2258,281,665,Estate,Napa,1,2,2,919
2020,7,2004,18,Village 10,Violet Lane,652 Violet Lane,8982,2258,281,665,Estate,Napa,1,2,3,792
2021,12,2004,18,Village 10,Segolilly Lane,1192 Segolilly Lane,7688,1785,197,438,Estate,Santa Cruz,1,2,2,660
2020,10,2004,18,Village 10,Segolilly Lane,1192 Segolily Lane,7840,1785,197,438,Estate,Santa Cruz,2,2,2,571
2019,4,2004,18,Village 10,Marigold Lane,283 Marigold Lane,9173,1785,197,438,Estate,Santa Cruz,2,2,2,535
2019,7,2004,18,Village 10,Violet Lane,671 Violet Lane,7657,1785,197,438,Estate,Santa Cruz,2,2,2,549
2021,4,2004,18,Village 10,Segolilly Lane,1197 Segolilly Lane,6747,2245,250,634,Estate,Shasta,1,2,2,630
2021,1,2004,18,Village 10,Violet Lane,688 Violet Lane,8851,2832,296,634,Estate,Sonoma,1,2,2,875
2019,2,2004,18,Village 10,Violet Lane,676 Violet Lane,9012,2830,290,671,Estate,Santa Barbara,1,3,3,885
2019,7,2003,19,Village 11,Montgomery Court,520 Montgomery Court,9347,2955,280,420,Estate,Meadowgate,1,3,2,760
2021,6,2001,21,Village 12,Summerhill Lane,1570 Summerhill Lane,8364,2465,337,420,Estate,Monterey,1,2,2,940
2021,3,2001,21,Village 12,Shire Court,850 Shire Court,11986,2801,280,420,Estate,Meadowgate,2,3,2,925
2019,5,2000,22,Villge 14,Yosemite Lane,975 Yosemite Lane,10737,2612,333,436,Estate,Springcrest,1,2,2,610
2020,2,2000,22,Villge 14,Yosemite Lane,975 Yosemite Lane,10737,2612,333,436,Estate,Springcrest,1,2,2,800
2020,9,2000,22,Villge 14,Yosemite Lane,980 Yosemite Lane,9060,2860,333,436,Estate,Springcrest,1,2,2,827
2020,1,1999,23,Village 16,Secret Lake Loop,1225 Secret Lake Loop,11800,2373,337,671,Estate,Monterey,1,2,2,580
2019,11,1999,23,Village 16,Paragon Lane,1087 Paragon Lane,9104,2883,333,436,Estate,Springcrest,1,2,2,685
2021,7,1999,23,Village 16,Stone Pine Lane,1134 Stone Pine Lane,10093,2883,333,436,Estate,Springcrest,1,2,2,725
2021,12,1999,23,Village 16,Castleberry Lane,780 Castleberry Lane,8651,2612,333,436,Estate,Springcrest,1,2,2,1092.6
2021,4,1999,23,Village 16,Sun Park Lane,1005 Sun Park Lane,9108,2955,280,420,Estate,Meadowgate,1,3,2,889
2020,6,1999,23,Village 16,Stone Pine Lane,1142 Stone Pine Lane,10075,2801,280,420,Estate,Meadowgate,1,3,2,750
2019,4,1999,23,Village 16,Magnolia Lane,1172 Magnolia Lane,9922,2801,280,420,Estate,Meadowgate,1,3,2,739
2021,8,1999,23,Village 16,Secret Lake Loop,1145 Secret Lake Loop,8882,2176,250,654,Estate,Sausalito,1,3,2,770
2020,1,1999,23,Village 16,Secret Lake Loop,1146 Secret Lake Loop,8380,2151,250,654,Estate,Sausalito,1,3,2,685
2019,2,2000,22,Village 16,Castleberry Lane,796 Castleberry Lane,10097,2176,250,654,Estate,Sausalito,1,3,2,713
2021,12,2001,21,Village 19,Andover Lane,1980 Andover Lane,9182,3046,323,630,Estate,Carmel,1,2,2,1161
2019,7,2002,20,Village 19,Winding Way,2680 Winding Way,9069,2809,333,436,Estate,Springcrest,1,2,2,930
2021,3,2001,21,Village 19,Monument Drive,2028 Monument Drive,9766,2801,280,420,Estate,Meadowgate,2,3,2,940
2019,12,2002,20,Village 19,Monument Drive,2260 Monument Drive,8964,2955,280,420,Estate,Meadowgate,1,3,2,924
2020,4,2001,21,Village 19,Mossy Ridge Ln,862 Mossy Ridge Ln,8973,2817,280,420,Estate,Meadowgate,1,3,2,750
2020,8,2001,21,Village 19,Wildomar Lane,876 Wildomar Lane,8131,2801,280,420,Estate,Meadowgate,1,3,2,760
2021,8,2001,21,Village 19,Beckwith Lane,1802 Beckwith Lane,10054,2151,250,654,Estate,Sausalito,1,3,2,694
2019,5,2001,21,Village 19,Andover Lane,1956 Andover Lane,8367,2176,250,654,Estate,Sausalito,1,3,2,695
2020,9,2001,21,Village 19,Mossy Ridge Lane,873 Mossy Ridge Lane,9326,2176,250,654,Estate,Sausalito,1,3,2,755
2021,3,2001,21,Village 19,Anton Court,915 Anton Court,13738,2176,250,654,Estate,Sausalito,1,3,2,762
2019,8,2001,21,Village 20,Shadow Lake Place,300 Shadow Lake Place,9147,2955,280,420,Estate,Meadowgate,1,3,2,775
2020,10,2002,20,Village 21,Granite Lane,2281 Granite Lane,9029,2801,280,420,Estate,Meadowgate,1,3,2,892
2019,2,2001,21,Village 21,Granite Lane,2435 Granite Lane,10162,2955,280,420,Estate,Meadowgate,1,3,2,870
2021,4,2002,20,Villagre 22,Crescent Circle,2610 Crescent Circle,10398,2754,333,436,Estate,Springcrest,1,2,2,836
2021,4,2001,21,Villagre 22,Monument Drive,2023 Monument Drive,8443,2172,250,654,Estate,Sausalito,1,3,2,674
2021,8,2005,17,Village 24,Grand Pheasant Lane,1994 Grand Pheasant Lane,10064,2258,281,665,Estate,Napa,1,2,2,935
2019,4,2003,19,Village 24,Blue Heron Loop,2204 Blue Heron Loop,9156,2240,281,665,Estate,Napa,1,2,3,708
2021,4,2003,19,Village 24,Blue Heron Loop,2252 Blue Heron Loop,9612,2258,281,665,Estate,Napa,1,2,2,905
2020,10,2004,18,Village 24,Blue Heron Loop,2547 Blue Heron Loop,8672,2258,281,665,Estate,Napa,1,2,3,733
2019,5,2004,18,Village 24,Grand Pheasant Lane,1874 Grand Pheasant Lane,6176,1767,197,438,Estate,Santa Cruz,2,2,2,545
2020,4,2005,17,Village 24,Grand Pheasant Ln,1898 Grand Pheasant Ln,6673,2022,197,438,Estate,Santa Cruz,2,2,2,670
2019,2,2003,19,Village 24,Song Sparrow Lane,2345 Song Sparrow Lane,10132,1785,197,438,Estate,Santa Cruz,2,2,2,505
2020,8,2003,19,Village 24,Kingfisher Lane,2384 Kingfisher Lane,7178,1785,197,438,Estate,Santa Cruz,2,2,2,530
2021,8,2003,19,Village 24,Oriole Court,500 Oriole Court,9662,1767,197,438,Estate,Santa Cruz,1,2,2,620
2021,6,2004,18,Village 24,Whippoorwill Court,209 Whippoorwill Court,10890,2277,250,634,Estate,Shasta,1,2,2,770
2021,2,2004,18,Village 24,Kingfisher Lane,2666 Kingfisher Lane,8879,2263,250,634,Estate,Shasta,1,2,2,695
2021,1,2007,15,Village 24,Grand Pheasant Lane,1946 Grand Pheasant Lane,1393,2832,296,634,Estate,Sonoma,1,2,2,895
2019,4,2003,19,Village 24,Kingfisher Lane,2293 Kingfisher Lane,10615,2636,296,634,Estate,Sonoma,1,2,2,652
2019,4,2004,18,Village 24,Kingfisher Lane,2546 Kingfisher Lane,9705,2504,208,630,Estate,Marin,1,3,2,705
2021,3,2005,17,Village 25,Avian Hill Place,1733 Avian Hill Place,9762,2264,281,665,Estate,Napa,1,2,2,945
2020,11,2005,17,Village 25,Avian Hill Place,1744 Avian Hill Place,9909,2576,208,630,Estate,Marin,1,3,2,750
2021,7,2005,17,Village 25,Avian Hill Place,1744 Avian Hill Place,9910,2576,208,630,Estate,Marin,1,3,2,885
2019,11,2004,18,Village 25,Caravelle Court,2126 Caravelle Court,10280,3073,290,671,Estate,Santa Barbara,1,3,2,945
2020,7,2003,19,Village 26,Homewood Lane,1818 Homewood Lane,9422,3046,337,654,Estate,Carmel,1,2,2,835
2019,8,2004,18,Village 26,Carnelian Court,1695 Carnelian Court,9147,2240,281,665,Estate,Napa,1,2,3,890
2019,5,2004,18,Village 26,Carnelian Court,1779 Carnelian Court,9692,2258,281,665,Estate,Napa,1,2,3,800
2021,5,2003,19,Village 26,Homewood Lane,1872 Homewood Lane,8737,2240,281,665,Estate,Napa,1,2,2,800
2020,3,2003,19,Village 26,Homewood Ln,1896 Homewood Ln,8450,2258,281,665,Estate,Napa,1,2,3,728
2021,6,2004,18,Village 26,Carnelian Court,1966 Carnelian Court,10350,2258,281,665,Estate,Napa,1,2,2,900
2019,5,2004,18,Village 26,Carnelian Court,1793 Carnelian Court,9857,2635,296,634,Estate,Sonoma,1,2,2,949
2020,10,2004,18,Village 26,Carnelian Court,1793 Carnelian Court,9857,2635,296,634,Estate,Sonoma,1,2,2,979
2019,11,2003,19,Village 26,Fallen Leaf Lane,1727 Fallen Leaf Lane,9343,2536,329,435,Estate,Tiburon,1,2,2,844
2021,6,2003,19,Village 26,Fallen Leaf Lane,2035 Fallen Leaf Lane,9278,2536,329,435,Estate,Tiburon,1,2,2,904
2021,10,2003,19,Village 26,Fallen Leaf Lane,1936 Fallen Leaf Lane,8237,2360,240,665,Estate,Atherton,1,3,2,798
2020,11,2003,19,Village 26,Fallen Leaf Lane,1937 Fallen Leaf Lane,9008,2513,208,630,Estate,Marin,1,3,2,725
2020,3,2004,18,Village 26,Caravelle Ct,2079 Caravelle Ct,9966,2495,208,630,Estate,Marin,1,3,2,705
2019,4,2003,19,Village 26,Tallac Lane,1468 Tallac Lane,9478,2801,280,420,Estate,Meadowgate,1,3,2,1075
2019,12,2003,19,Village 26,Homewood Lane,1833 Homewood Lane,10141,2801,280,420,Estate,Meadowgate,1,3,2,710
2021,8,2003,19,Village 26,Homewood Lane,1869 Homewood Lane,9391,2955,280,420,Estate,Meadowgate,1,3,2,1156
2020,2,2003,19,Village 26,Fallen Leaf Lane,1951 Fallen Leaf Lane,8712,2955,280,420,Estate,Meadowgate,1,3,2,935
2021,12,2004,18,Village 26,Caravelle Ct,2093 Caravelle Ct,16000,2258,281,665,Estate,Napa,1,3,2,902
2021,2,2003,19,Village 26,Glenbrook Lane,1713 Glenbrook Lane,8085,2176,250,654,Estate,Sausalito,1,3,2,650
2019,2,2003,19,Village 26,Homewood Lane,1815 Homewood Lane,12200,2176,250,654,Estate,Sausalito,1,3,2,585
2020,2,2003,19,Village 26,Homewood Lane,1884 Homewood Lane,8197,2151,250,654,Estate,Sausalito,1,3,2,670
2020,5,2001,21,Village  28,Barn Valley Court,1439 Barn Valley Court,9796,2955,280,420,Estate,Meadowgate,1,3,2,873
2021,5,2000,22,Village 29,Barn Valley Lane,1746 Barn Valley Lane,9337,3046,323,630,Estate,Carmel,1,2,2,937
2020,5,2000,22,Village 30,Dapple Dawn Lane,1344 Dapple Dawn Lane,9496,2883,333,436,Estate,Springcrest,1,2,2,910
2020,7,2000,22,Village 30,Perdita Lane,1463 Perdita,8781,2833,333,436,Estate,Springcrest,1,2,2,760
2021,1,2000,22,Village 30,Gingersnap Lane,1640 Gingersnap Lane,9583,2612,333,436,Estate,Springcrest,1,2,2,833
2021,11,2000,22,Village 30,Medallion Court,730 Medallion Court,12632,2612,333,436,Estate,Springcrest,1,2,2,879
2021,4,2000,22,Village 30,Dapple Dawn Lane,1200 Dapple Dawn Lane,11737,2801,280,420,Estate,Meadowgate,2,3,2,980
2020,6,2002,20,Village 31,Hill Grove Lane,1782 Hill Grove Lane,7652,2612,333,436,Estate,Springcrest,1,2,2,730
2020,6,2002,20,Village 31,Willow Grove Lane,1696 Willow Grove Lane,8912,2536,329,435,Estate,Tiburon,1,2,2,909
2021,5,2003,19,Village 31,Coldwater Lane,2050 Coldwater Lane,10010,3536,329,435,Estate,Tiburon,1,2,2,1100
2020,1,2003,19,Village 31,Prairie View Lane,1812 Prairie View Lane,8759,2801,280,420,Estate,Meadowgate,1,3,2,685
2021,11,2003,19,Village 31,Coldwater Lane,1967 Coldwater Lane,11326,2955,280,420,Estate,Meadowgate,1,3,2,890
2020,12,2005,17,Village 32,Deep Springs Court,109 Deep Springs Court,10829,2246,281,665,Estate,Napa,1,2,3,842
2019,7,2005,17,Village 32,Deep Springs Lane,1897 Deep Springs Lane,8424,2246,281,665,Estate,Napa,1,2,3,770
2019,8,2004,18,Village 32,Deep Springs Lane,1933 Deep Springs Lane,6777,2263,281,665,Estate,Napa,1,2,3,751
2021,3,2004,18,Village 32,Deep Springs Lane,2010 Deep Springs Lane,11452,2264,281,665,Estate,Napa,1,2,2,832
2020,10,2005,17,Village 32,Brockman Court,208 Brockman Court,9487,2240,281,665,Estate,Napa,1,2,3,744
2019,5,2005,17,Village 32,Brockman Court,212 Brockman Court,12200,2281,281,665,Estate,Napa,1,2,3,850
2019,5,2005,17,Village 32,Deep Springs Lane,1837 Deep Springs Lane,6690,2277,250,634,Estate,Shasta,1,2,2,634
2020,8,2005,17,Village 32,Sutter View Lane,2341 Sutter View Lane,6760,2277,250,634,Estate,Shasta,1,2,2,730
2019,5,2005,17,Village 32,Brockman Court,211 Brockman Court,12600,2635,296,634,Estate,Sonoma,1,2,2,855
2021,12,2005,17,Village 32,Sutter View Lane,2444 Sutter View Lane,11326,2258,296,634,Estate,Sonoma,1,2,2,940
2021,6,2005,17,Village 32,Sutter View Lane,2456 Sutter View Lane,11326,2635,296,634,Estate,Sonoma,1,2,2,965
2019,6,2005,17,Village 32,Sutter View Lane,2300 Sutter View Lane,12600,2504,208,630,Estate,Marin,1,3,2,750
2020,10,2004,18,Village 33,Loon Lake Lane,2402 Loon Lake Lane,10040,2258,281,665,Estate,Napa,1,2,3,847
2020,5,2004,18,Village 33,Cinnamon Teal Lane,2245 Cinnamon Teal Lane,8076,1785,197,438,Estate,Santa Cruz,2,2,2,534
2019,12,2004,18,Village 33,Cinnamon Teal Court,130 Cinnamon Teal Court,12200,3073,290,671,Estate,Santa Barbara,1,3,3,990
2019,12,2004,18,Village 33,Cinnamon Teal Lane,2240 Cinnamon Teal Ln,8298,2848,290,671,Estate,Santa Barbara,1,3,2,965
2019,6,2005,17,Village 34,Coopers Hawk Loop,2898 Coopers Hawk Loop,11800,1785,197,438,Estate,Santa Cruz,2,2,2,555
2019,11,2005,17,Village 35,Blackhawk Lane,2669 Blackhawk Lane,8550,2264,281,665,Estate,Napa,1,2,3,795
2021,12,2005,17,Village 35,Black Hawk Lane,2825 Black Hawk Lane,8616,1785,197,438,Estate,Santa Cruz,1,2,2,701
2020,6,2005,17,Village 35,Black Hawk Lane,2568 Black Hawk Lane,7858,2262,250,634,Estate,Shasta,1,2,2,727
2019,6,2005,17,Village 35,Black Hawk Lane,2748 Black Hawk Lane,8193,2277,250,634,Estate,Shasta,1,2,2,629
2021,5,2005,17,Village 35,Black Hawk Lane,2748 Blackhawk Lane,8195,2277,250,634,Estate,Shasta,1,2,2,760
2019,9,2004,18,Village 35,Blackhawk Lane,2652 Blackhawk Lane,11300,2831,296,634,Estate,Sonoma,1,2,2,768
2020,8,2005,17,Village 35,Blackhawk Lane,2796 Black Hawk Lane,10524,2636,296,634,Estate,Sonoma,1,2,2,685
2019,5,2005,17,Village 35,Black Hawk Lane,2753 Black Hawk Lane,9064,3081,290,671,Estate,Santa Barbara,1,3,2,772
2020,7,2005,17,Village 35,Black Hawk Lane,2753 Black Hawk Lane,9064,3081,290,671,Estate,Santa Barbara,1,3,3,897
2019,1,2004,18,Village  36,Longspur Loop,2157 Longspur Loop,7509,1785,197,438,Estate,Santa Cruz,2,2,2,500
2019,12,2004,18,Village  36,Swainson Lane,2370 Swainson Lane,7954,1767,197,438,Estate,Santa Cruz,2,2,2,515
2021,2,2003,19,Village 37,Lavender Hill Court,2191 Lavender Hill Court,13939,2258,283,665,Estate,Napa,1,2,2,890
2020,12,2004,18,Village 37,Lavender Hill Court,2034 Lavender Hill Court,8712,1785,197,438,Estate,Santa Cruz,2,2,2,540
2021,8,2003,19,Village 37,Ginger Hill Loop,2204 Ginger Hill Loop,10890,2495,208,630,Estate,Marin,1,3,2,819
2021,2,2003,19,Village 38,Briarcliff Lane,2070 Briarcliff Lane,11326,2585,337,420,Estate,Monterey,1,2,2,679
2021,7,2002,20,Village 38,Picket Fence Lane,1331 Picket Fence Lane,9744,2916,333,436,Estate,Springcrest,1,2,2,830
2019,2,2003,19,Village 38,Springvale Lane,1804 Springvale Lane,8502,2360,240,665,Estate,Atherton,1,3,2,659
2021,5,2003,19,Village 38,Springvale Lane,1804 Springvale Lane,8503,2360,240,665,Estate,Atherton,1,3,2,700
2021,1,2002,20,Village 38,Pebblestone Lane,2170 Pebblestone Lane,7841,2360,240,665,Estate,Atherton,1,3,2,650
2020,10,2000,22,Village 38,Briarcliff Lane,2000 Briarcliff Lane,9321,2955,280,420,Estate,Meadowgate,1,3,2,835
2020,3,2003,19,Village 38,Pebblestone Lane,2320 Pebblestone Ln,10672,2801,280,420,Estate,Meadowgate,1,3,2,760
2020,3,2003,19,Village 38,Trellis Ct,430 Trellis Ct,15100,2955,280,420,Estate,Meadowgate,1,3,2,795
2019,5,2001,21,Village 38,Picket Fence Lane,1271 Picket Fence Lane,8472,2151,250,654,Estate,Sausalito,1,3,2,650
2019,5,2003,19,Village 38,Briarcliff Lane,2040 Briarcliff Lane,9487,2151,250,654,Estate,Sausalito,1,3,2,634
2021,3,2003,19,Village 38,Lockwood Lane,2077 Lockwood Lane,8856,2176,250,654,Estate,Sausalito,1,3,2,565
2019,11,2002,20,Village 38,Pebblestone Lane,2161 Pebblestone Lane,10262,2176,250,654,Estate,Sausalito,1,3,2,633
2021,10,2002,20,Village 38,Briarcliff Lane,2000 Briarcliff Lane,11300,2955,280,420,Estate,Meadowgate,1,4,2,835
2020,10,2002,20,Village 39,Stone Hearth Lane,1324 Stone Hearth Lane,9077,2612,333,436,Estate,Springcrest,1,2,2,835
2021,2,2001,21,Village 39,Stone Hearth Lane,1235 Stone Hearth Lane,7843,2536,329,435,Estate,Tiburon,1,2,2,699
2019,11,2002,20,Village 39,Stone Hearth Lane,1249 Stone Hearth Lane,7853,2151,250,654,Estate,Sausalito,1,3,2,560
2020,3,2001,21,Village 39,Stone Hearth Lane,1277 Stone Hearth Ln,8067,2176,250,654,Estate,Sausalito,1,3,2,639
2021,11,2006,16,Village 41,Prunella Court,310 Prunella Court,11485,2264,281,665,Estate,Napa,1,2,2,900
2019,6,2005,17,Village 41,Orchid Lane,719 Orchid Lane,7710,1782,197,438,Estate,Santa Cruz,2,2,2,559
2019,9,2005,17,Village 41,Snapdragon Place,117 Snapdragon Place,13900,2831,296,634,Estate,Sonoma,1,2,2,882
2021,3,2006,16,Village 41,Orchid Lane,635 Orchid Lane,9762,2853,290,671,Estate,Santa Barbara,1,3,2,895
2019,4,2006,16,Village 41,Snapdragon Lane,449 Snapdragon Lane,8276,3086,300,665,Estate,Santa Clara,2,3,3,900
2020,7,2006,16,Village 41,Snapdragon Lane,449 Snapdragon Lane,8276,3086,300,665,Estate,Santa Clara,2,3,3,856
2021,12,2006,16,Village 41,Snapdragon Lane,305 Snapdragon Lane,8800,2263,250,634,Estate,Shasta,1,3,2,825
2020,5,2005,17,Village 42,Freschi Lane,1308 Freschi Lane,7108,1785,197,438,Estate,Santa Cruz,2,2,2,610
2021,7,2003,19,Village 54,Windmill Court,325 Windmill Court,10890,2536,329,435,Estate,Tiburon,1,2,2,889
2021,2,2003,19,Village 54,Windmill Court,330 Windmill Court,13939,2536,329,435,Estate,Tiburon,1,2,2,739
2021,4,2005,17,Village 1,Wagon Wheel Lane,905 Wagon Wheel Lane,7283,1854,219,438,Premier,Plumas,1,2,2,736
2020,11,2005,17,Village 1,Wagon Wheel Lane,980 Wagon Wheel Lane,6972,1855,219,438,Premier,Plumas,1,2,2,529
2019,1,2004,18,Village 2,Calistoga Lane,216 Calistoga Ln,6699,1967,260,420,Premier,El Dorado,1,2,2,545
2021,4,2002,20,Village 2,Monument Court,2400 Monument Court,7179,1910,266,420,Premier,Fremont,1,2,2,710
